threshold,precision,recall,f1,accuracy
0.3,0.43911917098445596,0.9064171122994652,0.5916230366492147,0.6678495386799148
0.35,0.4527777777777778,0.8716577540106952,0.5959780621572212,0.6863023420865862
0.4,0.48120300751879697,0.8556149732620321,0.6159769008662175,0.716820440028389
0.45,0.5108877721943048,0.8155080213903744,0.6282183316168898,0.7437899219304471
0.5,0.5380434782608695,0.7941176470588235,0.6414686825053996,0.7643718949609652
0.55,0.5509803921568628,0.7513368983957219,0.6357466063348416,0.7714691270404542
0.6,0.5807174887892377,0.6925133689839572,0.6317073170731707,0.7856635911994322
0.65,0.6111111111111112,0.6176470588235294,0.6143617021276596,0.794180269694819
0.7,0.6579804560260586,0.5401069518716578,0.593245227606461,0.8034066713981547
